loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr
2.11850643157959,0.2258736789226532,1.8941574096679688,0.31119999289512634,9.999999747378752e-05
1.8477973937988281,0.3258315920829773,1.6864913702011108,0.38999998569488525,9.999999747378752e-05
1.7189710140228271,0.3738105297088623,1.5609922409057617,0.438400000333786,9.999999747378752e-05
1.6278613805770874,0.40793684124946594,1.4855577945709229,0.4747999906539917,9.999999747378752e-05
1.5578444004058838,0.43631577491760254,1.4900915622711182,0.4551999866962433,9.999999747378752e-05
1.4971057176589966,0.46044209599494934,1.4233545064926147,0.4903999865055084,9.999999747378752e-05
1.4392316341400146,0.48195788264274597,1.4708521366119385,0.4668000042438507,9.999999747378752e-05
1.4055960178375244,0.4968210458755493,1.3087064027786255,0.5228000283241272,9.999999747378752e-05
1.3625118732452393,0.5137894749641418,1.2331626415252686,0.5583999752998352,9.999999747378752e-05
1.2853469848632812,0.5405473709106445,1.2194956541061401,0.5523999929428101,9.999999747378752e-05
1.238058090209961,0.5608631372451782,1.3001590967178345,0.5392000079154968,9.999999747378752e-05
1.1860979795455933,0.5818526148796082,1.3626573085784912,0.5171999931335449,9.999999747378752e-05
1.142513394355774,0.5978526473045349,1.1453981399536133,0.5896000266075134,9.999999747378752e-05
1.0978844165802002,0.6126736998558044,1.034549355506897,0.6312000155448914,9.999999747378752e-05
1.0630403757095337,0.6250947117805481,1.040281891822815,0.6240000128746033,9.999999747378752e-05
1.0139747858047485,0.6417052745819092,1.0366618633270264,0.6444000005722046,9.999999747378752e-05
0.9918038845062256,0.6508210301399231,1.0793615579605103,0.621999979019165,9.999999747378752e-05
0.9575300216674805,0.6623789668083191,0.9084139466285706,0.680400013923645,9.999999747378752e-05
0.9252686500549316,0.6729052662849426,0.9779889583587646,0.6600000262260437,9.999999747378752e-05
0.8918792009353638,0.6854526400566101,0.9261116981506348,0.6832000017166138,9.999999747378752e-05
0.862765371799469,0.6962526440620422,0.8806718587875366,0.6940000057220459,9.999999747378752e-05
